nbr_step;distortion
1;0.07881290004930364
2;0.04454735618143657
3;0.034606754232407666
4;0.029778286169808377
5;0.026747321872941487
6;0.024558528013241543
7;0.02284967116612302
8;0.021453905914710303
9;0.02028248727936044
10;0.019282545530840967
11;0.01841946696711727
12;0.017668754759737393
13;0.017011986383420163
14;0.016434681169971155
15;0.01592510650732004
16;0.015473565154463853
17;0.01507193949405039
18;0.01471337945322504
19;0.014392075212349975
20;0.014103083140081907
21;0.01384218740665899
22;0.013605787068255104
23;0.013390802352072129
24;0.01319459604426032
25;0.013014907125831865
26;0.012849794546818782
27;0.012697589501531326
28;0.012556854887102564
29;0.012426350857549506
30;0.01230500556084213
31;0.012191890286181062
32;0.012086198363606249
33;0.011987227254545263
34;0.011894363354001292
35;0.011807069095251976
36;0.011724872008191056
37;0.011647355434163842
38;0.01157415064449574
39;0.01150493014793219
40;0.011439402004704169
41;0.01137730499266909
42;0.011318404494587098
43;0.01126248899574489
44;0.011209367098172884
45;0.011158864972183546
46;0.011110824178263146
47;0.011065099802701872
48;0.01102155885913414
49;0.010980078915609037
50;0.01094054691304247
51;0.010902858146230598
52;0.010866915383054954
53;0.010832628101268837
54;0.010799911825460473
55;0.010768687549462475
56;0.010738881231721065
57;0.010710423353081477
58;0.010683248528040812
59;0.010657295161864977
60;0.010632505147159854
61;0.010608823594399297
62;0.010586198591785556
63;0.010564580990474415
64;0.010543924211802502
65;0.010524184073638088
66;0.01050531863339843
67;0.010487288045656018
68;0.010470054432508036
69;0.010453581765197395
70;0.010437835755627067
71;0.01042278375666894
72;0.010408394670251009
73;0.010394638862387562
74;0.0103814880844193
75;0.010368915399822765
76;0.01035689511602289
77;0.010345402720752794
78;0.010334414822493976
79;0.010323909094668293
80;0.010313864223232883
81;0.010304259857382925
82;0.01029507656312667
83;0.010286295779492582
84;0.01027789977717064
85;0.010269871619401405
86;0.010262195124970397
87;0.010254854833131155
88;0.010247835970353503
89;0.010241124418765346
90;0.010234706686184425
91;0.010228569877626992
92;0.010222701668235246
93;0.010217090277501617
94;0.010211724444747605
95;0.01020659340576624
96;0.010201686870571658
97;0.010196995002194731
98;0.01019250839646979
99;0.010188218062756493
100;0.01018411540555697
101;0.010180192206970196
102;0.010176440609957371
103;0.010172853102356716
104;0.010169422501641767
105;0.010166141940345375
106;0.010163004852166035
107;0.010160004958676971
108;0.010157136256644272
109;0.010154393005909923
110;0.010151769717808956
111;0.010149261144115296
112;0.010146862266461998
113;0.010144568286255984
114;0.010142374615009553
115;0.010140276865126197
116;0.010138270841083097
117;0.010136352530999648
118;0.010134518098586343
119;0.010132763875444595
120;0.010131086353707186
121;0.010129482179000893
122;0.010127948143722532
123;0.010126481180605329
124;0.0101250783565765
125;0.010123736866875732
126;0.010122454029438122
127;0.010121227279519807
128;0.010120054164566183
129;0.010118932339296949
130;0.010117859561008413
131;0.010116833685089865
132;0.01011585266072601
133;0.010114914526794139
134;0.01011401740794049
135;0.01011315951082381
136;0.01011233912053111
137;0.010111554597143857
138;0.010110804372457816
139;0.010110086946844454
140;0.010109400886255004
141;0.010108744819349424
142;0.010108117434749597
143;0.010107517478423422
144;0.01010694375117338
145;0.010106395106238786
146;0.010105870446999288
147;0.010105368724786179
148;0.010104888936784406
149;0.010104430124026842
150;0.01010399136947382
151;0.010103571796184041
152;0.010103170565560426
153;0.010102786875669567
154;0.010102419959642006
155;0.010102069084137688
156;0.010101733547880243
157;0.010101412680254551
158;0.01010110583996382
159;0.010100812413755156
160;0.010100531815181446
161;0.01010026348344173
162;0.01010000688224899
163;0.010099761498765458
164;0.010099526842574869
165;0.010099302444702696
166;0.010099087856675348
167;0.010098882649630103
168;0.010098686413453128
169;0.010098498755958807
170;0.010098319302110137
171;0.010098147693263115
172;0.01009798358645786
173;0.010097826653724273
174;0.010097676581435344
175;0.010097533069670428
176;0.010097395831624945
177;0.010097264593030841
178;0.010097139091611584
179;0.010097019076558689
180;0.010096904308024124
181;0.010096794556649136
182;0.010096689603101727
183;0.010096589237635678
184;0.010096493259679984
185;0.010096401477427519
186;0.010096313707458782
187;0.010096229774370191
188;0.010096149510430696
189;0.010096072755237606
190;0.010095999355405505
191;0.010095929164248618
192;0.01009586204149715
193;0.010095797853015842
194;0.010095736470529526
195;0.010095677771370881
196;0.010095621638237073
197;0.010095567958955387
198;0.010095516626251744
199;0.010095467537543534
200;0.010095420594736337
201;0.010095375704018306
202;0.01009533277568364
203;0.01009529172394541
204;0.010095252466768123
205;0.010095214925702645
206;0.010095179025727208
207;0.010095144695101421
208;0.01009511186522205
209;0.010095080470483686
210;0.010095050448148957
211;0.010095021738222631
212;0.010094994283333936
213;0.010094968028618867
214;0.010094942921610617
215;0.01009491891213865
216;0.010094895952224014
217;0.010094873995986298
218;0.010094852999548265
219;0.010094832920954255
220;0.010094813720080031
221;0.010094795358555841
222;0.010094777799691257
223;0.010094761008398456
224;0.010094744951121837
225;0.010094729595774288
226;0.010094714911672131
227;0.010094700869473394
228;0.01009468744111508
229;0.010094674599764986
230;0.01009466231976286
231;0.010094650576568442
232;0.010094639346716394
233;0.010094628607765443
234;0.010094618338256534
235;0.010094608517669967
236;0.010094599126379333
237;0.01009459014561731
238;0.010094581557440585
239;0.010094573344687663
240;0.010094565490944896
241;0.010094557980520946
242;0.010094550798405044
243;0.010094543930247557
244;0.01009453736232413
245;0.010094531081508928
246;0.01009452507525277
247;0.010094519331552254
248;0.010094513838931674
249;0.010094508586413808
250;0.010094503563502943
251;0.010094498760162773
252;0.010094494166794865
253;0.01009448977421945
254;0.01009448557366055
255;0.010094481556723212
256;0.010094477715382522
257;0.010094474041960066
258;0.010094470529115385
259;0.010094467169830978
260;0.010094463957394328
261;0.01009446088538346
262;0.010094457947662283
263;0.01009445513835805
264;0.01009445245186058
265;0.010094449882799728
266;0.01009444742604082
267;0.010094445076675784
268;0.010094442830010486
269;0.01009444068155474
270;0.010094438627015645
271;0.010094436662289485
272;0.01009443478344707
273;0.01009443298673518
274;0.01009443126856413
275;0.010094429625501555
276;0.01009442805426175
277;0.010094426551708113
278;0.010094425114835825
279;0.010094423740772629
280;0.010094422426776273
281;0.01009442117021997
282;0.010094419968590063
283;0.010094418819488582
284;0.01009441772061781
285;0.010094416669783723
286;0.010094415664885448
287;0.010094414703913035
288;0.010094413784949907
289;0.010094412906157757
290;0.010094412065780323
291;0.010094411262136949
292;0.010094410493625361
293;0.0100944097587079
294;0.010094409055916409
295;0.010094408383846454
296;0.01009440774115522
297;0.010094407126556515
298;0.010094406538826095
299;0.010094405976786236
300;0.010094405439314724
301;0.010094404925340195
302;0.010094404433830695
303;0.010094403963807785
304;0.010094403514331107
305;0.010094403084502823
306;0.010094402673463398
307;0.010094402280392045
308;0.010094401904502726
309;0.010094401545045595
310;0.01009440120130245
311;0.010094400872583509
312;0.010094400558235628
313;0.010094400257627756
314;0.010094399970160373
315;0.010094399695260381
316;0.010094399432376
317;0.010094399180984315
318;0.010094398940581062
319;0.010094398710687402
320;0.010094398490842593
321;0.010094398280608319
322;0.01009439807956336
323;0.010094397887307482
324;0.010094397703454994
325;0.01009439752763941
326;0.010094397359510232
327;0.010094397198729177
328;0.010094397044977388
329;0.010094396897947
330;0.010094396757342139
331;0.010094396622885804
332;0.01009439649430599
333;0.010094396371346126
334;0.010094396253761628
335;0.010094396141316797
336;0.0100943960337887
337;0.010094395930960398
338;0.010094395832626724
339;0.010094395738592166
340;0.010094395648667653
341;0.01009439556267433
342;0.010094395480438556
343;0.010094395401799794
344;0.010094395326597394
345;0.010094395254683586
346;0.010094395185911487
347;0.01009439512014687
348;0.010094395057255845
349;0.010094394997115508
350;0.010094394939603069
351;0.010094394884605729
352;0.010094394832011577
353;0.010094394781716587
354;0.010094394733620393
355;0.010094394687627295
356;0.01009439464364359
357;0.010094394601582346
358;0.010094394561360964
359;0.010094394522897732
360;0.01009439448611471
361;0.01009439445094007
362;0.01009439441730331
363;0.010094394385136818
364;0.01009439435437709
365;0.010094394324961842
366;0.010094394296830789
367;0.010094394269930751
368;0.01009439424420533
369;0.010094394219606673
370;0.010094394196081713
371;0.010094394173586263
372;0.010094394152072805
373;0.01009439413150004
374;0.010094394111827332
375;0.01009439409301427
376;0.010094394075023438
377;0.010094394057819422
378;0.010094394041366472
379;0.01009439402563328
380;0.010094394010588759
381;0.010094393996200601
382;0.010094393982441163
383;0.010094393969284354
384;0.010094393956702863
385;0.010094393944669933
386;0.01009439393316447
387;0.010094393922162048
388;0.01009439391163891
389;0.010094393901575738
390;0.010094393891954434
391;0.010094393882753128
392;0.01009439387395239
393;0.010094393865539009
394;0.010094393857492445
395;0.01009439384979638
396;0.010094393842437155
397;0.010094393835400006
398;0.010094393828670056
399;0.010094393822234649
400;0.010094393816081237
401;0.010094393810195057
402;0.010094393804567559
403;0.010094393799186419
404;0.010094393794040646
405;0.010094393789118583
406;0.010094393784411126
407;0.01009439377991106
408;0.010094393775606836
409;0.010094393771491128
410;0.010094393767554832
411;0.010094393763790843
412;0.010094393760191944
413;0.010094393756749365
414;0.010094393753458553
415;0.010094393750310848
416;0.010094393747300923
417;0.010094393744421226
418;0.010094393741669538
419;0.010094393739037533
420;0.010094393736518992
421;0.010094393734113138
422;0.01009439373181098
423;0.010094393729609852
424;0.010094393727504536
425;0.010094393725491146
426;0.010094393723566464
427;0.010094393721723938
428;0.010094393719964456
429;0.010094393718280914
430;0.010094393716671646
431;0.010094393715131322
432;0.01009439371365961
433;0.010094393712251515
434;0.010094393710904814
435;0.010094393709617622
436;0.010094393708386828
437;0.010094393707208882
438;0.010094393706082672
439;0.010094393705005977
440;0.010094393703977356
441;0.01009439370299181
442;0.010094393702050786
443;0.010094393701149729
444;0.010094393700288418
445;0.01009439369946552
446;0.010094393698677928
447;0.010094393697925086
448;0.01009439369720444
449;0.010094393696516879
450;0.010094393695858073
451;0.010094393695228576
452;0.010094393694625392
453;0.010094393694050519
454;0.010094393693500181
455;0.010094393692972825
456;0.010094393692469783
457;0.010094393691987724
458;0.010094393691527648
459;0.010094393691086001
460;0.010094393690666448
461;0.010094393690262216
462;0.010094393689877634
463;0.010094393689508818
464;0.010094393689156655
465;0.010094393688819925
466;0.010094393688497849
467;0.010094393688189873
468;0.010094393687895109
469;0.010094393687613556
470;0.010094393687344105
471;0.010094393687087644
472;0.010094393686840952
473;0.010094393686604808
474;0.010094393686378766
475;0.01009439368616416
476;0.010094393685958769
477;0.010094393685760483
478;0.010094393685573633
479;0.010094393685392888
480;0.010094393685221026
481;0.01009439368505638
482;0.010094393684898728
483;0.010094393684747627
484;0.010094393684603187
485;0.010094393684466518
486;0.010094393684333625
487;0.010094393684208613
488;0.010094393684087155
489;0.010094393683972247
490;0.010094393683862335
491;0.010094393683756864
492;0.010094393683656389
493;0.010094393683559466
494;0.010094393683468317
495;0.010094393683379388
496;0.010094393683295455
497;0.010094393683214964
498;0.010094393683137803
499;0.01009439368306353
500;0.010094393682993474
501;0.010094393682925529
502;0.010094393682861469
503;0.010094393682800407
504;0.010094393682741565
505;0.010094393682683944
506;0.010094393682631653
507;0.010094393682578695
508;0.010094393682529401
509;0.010094393682483549
510;0.01009439368243814
511;0.01009439368239462
512;0.010094393682353209
513;0.010094393682314462
514;0.010094393682275715
515;0.010094393682240743
516;0.010094393682205993
517;0.010094393682172353
518;0.01009439368214149
519;0.010094393682111291
520;0.010094393682083203
521;0.01009439368205478
522;0.010094393682029024
523;0.0100943936820026
524;0.010094393681978175
525;0.010094393681956637
526;0.01009439368193299
527;0.01009439368191245
528;0.010094393681892133
529;0.010094393681873814
530;0.010094393681854497
531;0.010094393681836955
532;0.010094393681820746
533;0.01009439368180498
534;0.010094393681789438
535;0.010094393681775227
536;0.010094393681760683
537;0.010094393681745806
538;0.010094393681734148
539;0.010094393681720937
540;0.010094393681710168
541;0.0100943936816984
542;0.010094393681687519
543;0.010094393681676861
544;0.010094393681667646
545;0.010094393681658764
546;0.01009439368164955
547;0.010094393681640335
548;0.01009439368163223
549;0.010094393681624014
550;0.01009439368161702
551;0.01009439368160936
552;0.010094393681603364
553;0.010094393681596037
554;0.01009439368158993
555;0.010094393681583824
556;0.010094393681578384
557;0.010094393681573055
558;0.010094393681567171
559;0.010094393681562397
560;0.01009439368155629
561;0.010094393681552072
562;0.010094393681548741
563;0.010094393681543967
564;0.010094393681540192
565;0.010094393681536196
566;0.010094393681533309
567;0.010094393681529201
568;0.010094393681526426
569;0.010094393681521985
570;0.010094393681518876
571;0.010094393681516434
572;0.010094393681514435
573;0.01009439368151066
574;0.010094393681508551
575;0.010094393681506109
576;0.010094393681503444
577;0.010094393681500446
578;0.010094393681498559
579;0.010094393681497671
580;0.010094393681494451
581;0.010094393681493452
582;0.010094393681491787
583;0.010094393681489344
584;0.010094393681489122
585;0.010094393681486347
586;0.010094393681484126
587;0.010094393681483571
588;0.010094393681482128
589;0.010094393681481129
590;0.010094393681478797
591;0.010094393681477465
592;0.010094393681477243
593;0.010094393681475688
594;0.010094393681474245
595;0.010094393681474245
596;0.010094393681473246
597;0.010094393681471359
598;0.010094393681471248
599;0.010094393681470581
600;0.010094393681469138
601;0.010094393681468583
602;0.010094393681468583
603;0.010094393681467584
